id,x,y,z
0.0,-4.266311039166879,-12.602781828305076,-5.995468125769356
1.0,-14.171428144630053,-14.05673567142294,-0.9123510743082103
2.0,6.7770742800263735,-28.849399440947337,-4.112215711919592
3.0,-10.35963771544956,4.804112583006065,-32.845643737657845
4.0,3.0975762247563443,-0.1733334657111452,-5.343798395426967
5.0,-0.5009457138330569,1.7741114503829565,3.628128788524227
6.0,-7.201858748528018,27.870568354954866,7.121225361317519
7.0,15.754368540113644,-11.071467469627288,-7.02280807764487
8.0,-39.26472301162514,-15.316048920731754,4.693418212009355
9.0,-8.792923342373392,-21.086879045709846,-27.5318395496764
10.0,-0.1519147778666218,-25.679815597139363,16.88494283408516
11.0,-24.19974691640632,-14.34844074748746,22.271917732574295
12.0,-12.14933002350721,-8.135188099425998,-18.462530721763596
13.0,-6.269364685159017,-2.58215428844119,-11.330594294858008
14.0,-30.87491352159486,2.354525477872503,29.134402750150738
15.0,-11.544089931330612,14.988384541788456,-23.389626906204942
16.0,-26.961794212261125,26.727368311586257,4.422186218778426
17.0,-29.643981298745114,15.18561497184657,20.88866452235104
18.0,9.711031743080232,-54.16087240587848,5.190628216380939
19.0,3.562868624514754,-20.841299805421098,-22.04324623453199
20.0,10.379691284661373,-10.768237006044926,1.0866366816369921
21.0,3.7599671364588176,-8.577920609982455,25.9819660855033
22.0,-17.978415661846736,1.2164093715805488,-46.04251598204755
23.0,13.799581208327588,19.48972901072309,-24.05576958911557
24.0,8.8668784917121,-2.019448903144037,5.330303054378207
25.0,13.147636976035814,7.705858316653818,10.412828360777857
26.0,2.547656654188789,9.93805974771826,37.29321101218285
27.0,3.739370012916357,17.108589375510473,-22.11469485197698
28.0,13.010488250682023,28.571837359911598,9.575220668572808
29.0,-7.096410446998303,18.56815844599384,22.642599626967584
30.0,3.3449993696414824,32.27247904847496,10.182483408290105
31.0,24.175012203234626,-28.859616808770394,-21.68445999520984
32.0,13.458284676127834,-23.521188416480886,5.282867918892247
33.0,10.568807500932664,-11.58810519039986,10.468754608371237
34.0,34.06989392480188,-3.1340340374706854,-12.20600846671224
35.0,23.502610122394834,3.6675834027255463,14.414153146287273
36.0,26.291714415936518,-12.985527413002446,32.96226361805277
37.0,4.078081730325335,10.141887129250248,-13.19771958495667
38.0,36.713250647690785,19.26789698498775,3.2552938721591405
39.0,34.934274691785426,4.750926430116126,16.662058795628077
40.0,32.267183027194996,2.360131652753164,-2.402863706314271
41.0,-53.9795426005396,-10.328422422354555,3.8534315575701954
42.0,-36.11842715819835,-24.366003162567967,-10.376100597438354
43.0,-41.65434525222429,-44.30864410888672,1.0620781425047177
44.0,-54.214658374327634,-28.87332592440966,21.526204593476226
45.0,-45.09195825366161,-14.783914126775336,-35.6193808745575
46.0,-43.173442739220754,-29.128653860171752,-20.28457859272418
47.0,-32.10399651523308,-16.74074740959585,-2.997930973104855
48.0,-29.06000801054985,-16.859131924655156,13.415340396697044
49.0,-36.533247162438144,-24.702892884234444,33.45498002021749
50.0,-39.64489474692824,4.11441091780423,-36.823245931982555
51.0,-32.385033050878945,-6.243852639038368,-10.519565784469817
52.0,-44.9648891344623,5.140261380320922,-4.874395985832763
53.0,-25.244500780563303,-7.112485017003094,13.11671188173562
54.0,-34.55340641034419,-10.415274256848386,19.575628948845722
55.0,-30.805214417590637,16.041049337616023,-27.812917286641408
56.0,-34.36214686770365,24.421856256053022,-18.42816646069101
57.0,-31.974377953292183,17.11890884766676,2.2753701470595904
58.0,-40.52660989593642,19.589184378054743,21.03602103963331
59.0,-42.268336641030366,17.767998768153767,43.162395978909075
60.0,-31.41656406694501,30.550660313960773,-8.86696432547359
61.0,-32.41650512995341,36.90453657287589,2.649752154860368
