time_min,time_s,x_um,y_um,z_um,vx_um_per_min,vy_um_per_min,vz_um_per_min,vx_um_per_s,vy_um_per_s,vz_um_per_s
0.045000,2.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.046000,2.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.047000,2.820000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.048000,2.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.049000,2.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.051000,3.060000,0.000010,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.052000,3.120000,0.000020,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.053000,3.180000,0.000030,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.054000,3.240000,0.000040,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.055000,3.300000,0.000050,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.056000,3.360000,0.000060,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.057000,3.420000,0.000070,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.058000,3.480000,0.000080,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.059000,3.540000,0.000090,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.060000,3.600000,0.000100,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.061000,3.660000,0.000110,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.062000,3.720000,0.000120,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.063000,3.780000,0.000130,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.064000,3.840000,0.000140,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.065000,3.900000,0.000150,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.066000,3.960000,0.000160,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.067000,4.020000,0.000170,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.068000,4.080000,0.000180,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.069000,4.140000,0.000190,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.070000,4.200000,0.000200,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.071000,4.260000,0.000210,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.072000,4.320000,0.000220,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.073000,4.380000,0.000230,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.074000,4.440000,0.000240,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.075000,4.500000,0.000250,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.076000,4.560000,0.000260,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.077000,4.620000,0.000270,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.078000,4.680000,0.000280,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.079000,4.740000,0.000290,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.080000,4.800000,0.000300,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.081000,4.860000,0.000310,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.082000,4.920000,0.000320,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.083000,4.980000,0.000330,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.084000,5.040000,0.000340,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.085000,5.100000,0.000350,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.086000,5.160000,0.000360,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.087000,5.220000,0.000370,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.088000,5.280000,0.000380,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.089000,5.340000,0.000390,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.090000,5.400000,0.000400,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.091000,5.460000,0.000410,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.092000,5.520000,0.000420,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.093000,5.580000,0.000430,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.094000,5.640000,0.000440,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.095000,5.700000,0.000450,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.096000,5.760000,0.000460,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.097000,5.820000,0.000470,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.098000,5.880000,0.000480,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.099000,5.940000,0.000490,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.100000,6.000000,0.000500,0.000000,0.000000,0.010000,0.000000,0.000000,0.000167,0.000000,0.000000
0.101000,6.060000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.102000,6.120000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.103000,6.180000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.104000,6.240000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.105000,6.300000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.106000,6.360000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.107000,6.420000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.108000,6.480000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.109000,6.540000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.110000,6.600000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.111000,6.660000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.112000,6.720000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.113000,6.780000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.114000,6.840000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.115000,6.900000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.116000,6.960000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.117000,7.020000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.118000,7.080000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119000,7.140000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.120000,7.200000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.121000,7.260000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.122000,7.320000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.123000,7.380000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.124000,7.440000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.125000,7.500000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.126000,7.560000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.127000,7.620000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.128000,7.680000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.129000,7.740000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.130000,7.800000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.131000,7.860000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.132000,7.920000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.133000,7.980000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.134000,8.040000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.135000,8.100000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.136000,8.160000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.137000,8.220000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.138000,8.280000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.139000,8.340000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140000,8.400000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.141000,8.460000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.142000,8.520000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.143000,8.580000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.144000,8.640000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.145000,8.700000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.146000,8.760000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.147000,8.820000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.148000,8.880000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.149000,8.940000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.150000,9.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.151000,9.060000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.152000,9.120000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.153000,9.180000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.154000,9.240000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.155000,9.300000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.156000,9.360000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.157000,9.420000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.158000,9.480000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.159000,9.540000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160000,9.600000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161000,9.660000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.162000,9.720000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.163000,9.780000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.164000,9.840000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.165000,9.900000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.166000,9.960000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.167000,10.020000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.168000,10.080000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.169000,10.140000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.170000,10.200000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.171000,10.260000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.172000,10.320000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.173000,10.380000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.174000,10.440000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.175000,10.500000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.176000,10.560000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.177000,10.620000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178000,10.680000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179000,10.740000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180000,10.800000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.181000,10.860000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.182000,10.920000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.183000,10.980000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.184000,11.040000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.185000,11.100000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.186000,11.160000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.187000,11.220000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.188000,11.280000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.189000,11.340000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.190000,11.400000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.191000,11.460000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.192000,11.520000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.193000,11.580000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.194000,11.640000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.195000,11.700000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.196000,11.760000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.197000,11.820000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.198000,11.880000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.199000,11.940000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,12.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.201000,12.060000,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
