0	 -14, 0, 00	 14, 0, 0
1	 -13, 0, 01	 13, 0, 0
2	 -12, 0, 02	 12, 0, 0
3	 -11, 0, 03	 11, 0, 0
4	 -10, 0, 04	 10, 0, 0
5	 -9, 0, 05	 9, 0, 0
6	 -8, 0, 06	 8, 0, 0
7	 -7, 0, 07	 7, 0, 0
8	 -6, 0, 08	 6, 0, 0
9	 -5, 0, 09	 5, 0, 0
10	 -4, 0, 010	 4, 0, 0
11	 -7, 0, 011	 7, 0, 0
12	 -7, 0, 012	 7, 0, 0
13	 -7, 0, 013	 7, 0, 0
14	 -7, 0, 014	 7, 0, 0
15	 -7, 0, 015	 7, 0, 0
16	 -7, 0, 016	 7, 0, 0
17	 -7, 0, 017	 7, 0, 0
18	 -7, 0, 018	 7, 0, 0
19	 -7, 0, 019	 7, 0, 0
20	 -7, 0, 020	 7, 0, 0
21	 -7, 0, 021	 7, 0, 0
22	 -7, 0, 022	 7, 0, 0
23	 -7, 0, 023	 7, 0, 0
24	 -7, 0, 024	 7, 0, 0
25	 -7, 0, 025	 7, 0, 0
26	 -7, 0, 026	 7, 0, 0
27	 -7, 0, 027	 7, 0, 0
28	 -7, 0, 028	 7, 0, 0
29	 -7, 0, 029	 7, 0, 0
30	 -7, 0, 030	 7, 0, 0
31	 -7, 0, 031	 7, 0, 0
32	 -7, 0, 032	 7, 0, 0
33	 -7, 0, 033	 7, 0, 0
34	 -7, 0, 034	 7, 0, 0
35	 -7, 0, 035	 7, 0, 0
36	 -7, 0, 036	 7, 0, 0
37	 -7, 0, 037	 7, 0, 0
38	 -7, 0, 038	 7, 0, 0
39	 -7, 0, 039	 7, 0, 0
40	 -7, 0, 040	 7, 0, 0
41	 -7, 0, 041	 7, 0, 0
42	 -7, 0, 042	 7, 0, 0
43	 -7, 0, 043	 7, 0, 0
44	 -7, 0, 044	 7, 0, 0
45	 -7, 0, 045	 7, 0, 0
46	 -7, 0, 046	 7, 0, 0
47	 -7, 0, 047	 7, 0, 0
48	 -7, 0, 048	 7, 0, 0
49	 -7, 0, 049	 7, 0, 0
50	 -7, 0, 050	 7, 0, 0
51	 -7, 0, 051	 7, 0, 0
52	 -7, 0, 052	 7, 0, 0
53	 -7, 0, 053	 7, 0, 0
54	 -7, 0, 054	 7, 0, 0
55	 -7, 0, 055	 7, 0, 0
56	 -7, 0, 056	 7, 0, 0
57	 -7, 0, 057	 7, 0, 0
58	 -7, 0, 058	 7, 0, 0
59	 -7, 0, 059	 7, 0, 0
60	 -7, 0, 060	 7, 0, 0
61	 -7, 0, 061	 7, 0, 0
62	 -7, 0, 062	 7, 0, 0
63	 -7, 0, 063	 7, 0, 0
64	 -7, 0, 064	 7, 0, 0
65	 -7, 0, 065	 7, 0, 0
66	 -7, 0, 066	 7, 0, 0
67	 -7, 0, 067	 7, 0, 0
68	 -7, 0, 068	 7, 0, 0
69	 -7, 0, 069	 7, 0, 0
70	 -7, 0, 070	 7, 0, 0
71	 -7, 0, 071	 7, 0, 0
72	 -7, 0, 072	 7, 0, 0
73	 -7, 0, 073	 7, 0, 0
74	 -7, 0, 074	 7, 0, 0
75	 -7, 0, 075	 7, 0, 0
76	 -7, 0, 076	 7, 0, 0
77	 -7, 0, 077	 7, 0, 0
78	 -7, 0, 078	 7, 0, 0
79	 -7, 0, 079	 7, 0, 0
80	 -7, 0, 080	 7, 0, 0
81	 -7, 0, 081	 7, 0, 0
82	 -7, 0, 082	 7, 0, 0
83	 -7, 0, 083	 7, 0, 0
84	 -7, 0, 084	 7, 0, 0
85	 -7, 0, 085	 7, 0, 0
86	 -7, 0, 086	 7, 0, 0
87	 -7, 0, 087	 7, 0, 0
88	 -7, 0, 088	 7, 0, 0
89	 -7, 0, 089	 7, 0, 0
90	 -7, 0, 090	 7, 0, 0
91	 -7, 0, 091	 7, 0, 0
92	 -7, 0, 092	 7, 0, 0
93	 -7, 0, 093	 7, 0, 0
94	 -7, 0, 094	 7, 0, 0
95	 -7, 0, 095	 7, 0, 0
96	 -7, 0, 096	 7, 0, 0
97	 -7, 0, 097	 7, 0, 0
98	 -7, 0, 098	 7, 0, 0
99	 -7, 0, 099	 7, 0, 0
